movieId,ml_title,search_title,year,tmdb_id,tmdb_title,poster_url,overview,tagline,tmdb_genres,keywords,cast,director,runtime,popularity,vote_average,vote_count,release_date
2791,Airplane! (1980),Airplane!,1980,813,Airplane!,https://image.tmdb.org/t/p/w500/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Comedy,"chicago, illinois|post-traumatic stress disorder (ptsd)|airplane|cataclysm|nun|guitar|alcohol|stewardess|taxi driver|passenger|fear of flying|pilot|medicine|air controller|landing|saxophone|autopilot|parody|spoof|food poisoning|los angeles, california|alcohol abuse|aftercreditsstinger|disaster movie|inflatable life raft|anarchic comedy|anxious|dignified|joyful",Robert Hays|Julie Hagerty|Leslie Nielsen|Kareem Abdul-Jabbar|Lloyd Bridges,Jim Abrahams|Jerry Zucker|David Zucker,88,9.7991,7.308,5056,1980-06-27
2792,Airplane II: The Sequel (1982),Airplane II: The Sequel,1982,2665,Airplane II: The Sequel,https://image.tmdb.org/t/p/w500/zs7Pjyabt0fwe2XqIx0gnF9Q4np.jpg,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",For the ride of your life... All you need for Christmas are your two front seats!,Comedy,space marine|moon|space travel|coffee|sequel|spoof|bomb planting|aftercreditsstinger|anarchic comedy,Lloyd Bridges|Raymond Burr|Chuck Connors|Rip Torn|John Dehner,Ken Finkleman,84,4.0532,6.085,1260,1982-12-10
2793,"American Werewolf in Paris, An (1997)","American Werewolf in Paris, An",1997,9406,An American Werewolf in Paris,https://image.tmdb.org/t/p/w500/1NUOprbP7LLfKPArLJY7wziUiHT.jpg,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.,Things are about to get a little hairy.,Horror|Comedy|Fantasy,"paris, france|meat|werewolf|cowardliness|questioning|insecure|somber|sinister|distressing|dubious|pretentious|sarcastic|scathing",Tom Everett Scott|Julie Delpy|Vince Vieluf|Phil Buckman|Julie Bowen,Anthony Waller,98,2.1484,5.931,757,1997-05-29
2794,European Vacation (1985),European Vacation,1985,11418,National Lampoon's European Vacation,https://image.tmdb.org/t/p/w500/hZL7g1oSDrA0Lx5wcHpEl99MYKi.jpg,"The Griswolds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.","For over two thousand years, Europe has survived many great disasters. Now for the real test. Chevy Chase & his family are coming from America!",Adventure|Comedy,"london, england|chaos|game show|vacation|travel|family vacation|eiffel tower, paris|marriage problems|interrupted vacation|woman director|satirical|absurd",Chevy Chase|Beverly D'Angelo|Dana Hill|Jason Lively|Victor Lanoux,Amy Heckerling,95,2.4512,6.2,983,1985-07-25
2795,Vacation (1983),Vacation,1983,37997,Permanent Vacation,https://image.tmdb.org/t/p/w500/pfHKEtzZu8xukk9ZxHZ2XtRlLhH.jpg,"In downtown Manhattan, twentysomething Allie, whose father is not around and whose mother is institutionalized, is a big Charlie Parker fan. He almost subconsciously searches for meaning in his life and meets some idiosyncratic characters along the way.",,Drama,new york city|saxophone|drifter|mental illness,Chris Parker|Leila Gastil|John Lurie|Richard Boes|Sara Driver,Jim Jarmusch,75,0.8708,5.906,217,1981-03-06
2796,Funny Farm (1988),Funny Farm,1988,14170,Funny Farm,https://image.tmdb.org/t/p/w500/i4ExIbPuAe0rAjpYcteiFx4QEfY.jpg,"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.",Chevy Chase finds life in the country isn't what it's cracked up to be!,Comedy,small town|based on novel or book|slapstick comedy|city country contrast|vermont|rural america,Chevy Chase|Madolyn Smith Osborne|Kevin O'Morrison|Joseph Maher|Jack Gilpin,George Roy Hill,101,1.0834,6.176,295,1988-06-03
2797,Big (1988),Big,1988,2280,Big,https://image.tmdb.org/t/p/w500/eWhCDJiwxvx3YXkAFRiHjimnF0j.jpg,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.,Have you ever had a really big secret?,Fantasy|Drama|Comedy,"baseball|coming of age|best friend|co-workers relationship|body-swap|magic realism|bronx, new york city|nostalgic|pinball machine|toy maker|job promotion|homesick|new toy|quarter|unplugged electronic works|yankee stadium|wish fulfillment|bunk bed|woman director|toymaker|loving|age change|hilarious|amused|joyful",Tom Hanks|Elizabeth Perkins|Robert Loggia|John Heard|Jared Rushton,Penny Marshall,104,6.5107,7.185,4028,1988-06-03
2798,Problem Child (1990),Problem Child,1990,11077,Problem Child,https://image.tmdb.org/t/p/w500/4cJK28DhybQGEldJJPtTdKlSbWB.jpg,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares.",Attila the Hun. Ivan the Terrible. Al Capone. They were all seven once.,Comedy|Family,ransom|kidnapping|orphanage|foster parents|dark comedy|child hero|baby-snatching|spoiled child|slapstick comedy|pflegesohn|serial killer|problem child|mischievous child|neighborhood|kids|1990s,John Ritter|Jack Warden|Michael J. Oliver|Gilbert Gottfried|Amy Yasbeck,Dennis Dugan,81,3.0081,6.164,917,1990-07-27
2799,Problem Child 2 (1991),Problem Child 2,1991,28597,Problem Child 2,https://image.tmdb.org/t/p/w500/dnmw3F3rdbxb08zSdfHHMwfXMLI.jpg,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",He’s bad. She’s worse.,Comedy|Family,dark comedy|spoiled child|slapstick comedy|problem child|vomiting|mischievous child|neighborhood|kids|1990s,John Ritter|Michael J. Oliver|Jack Warden|Laraine Newman|Amy Yasbeck,Brian Levant,90,2.2173,5.861,669,1991-07-03
2800,Little Nemo: Adventures in Slumberland (1992),Little Nemo: Adventures in Slumberland,1992,22611,Little Nemo: Adventures in Slumberland,https://image.tmdb.org/t/p/w500/uVyqRtRaIGrHJvfxImrHHFaQNxM.jpg,"A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself.","Take off on a wonderful adventure with ""Little Nemo.""",Adventure|Animation|Family|Fantasy,,Takuma Gono|Chikao Ohtsuka|Chikao Ohtsuka|Hiroko Kasahara|Kenji Utsumi,Masami Hata|William T. Hurtz|Masanori Hata,95,2.5042,6.892,180,1989-07-15
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Oscar and Lucinda (a.k.a. Oscar & Lucinda),1997,,,,,,,,,,,,,,
2802,Tequila Sunrise (1988),Tequila Sunrise,1988,10396,Tequila Sunrise,https://image.tmdb.org/t/p/w500/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",A business on the line. A friendship on the edge. A woman caught in the middle.,Thriller|Crime|Romance,"drug dealer|restaurant owner|woman between two men|cop|organized crime|best friend|los angeles, california|drug lord|seaside town|best friends|opposite sides of the law",Mel Gibson|Michelle Pfeiffer|Kurt Russell|Raúl Juliá|J.T. Walsh,Robert Towne,115,2.2674,6.07,572,1988-12-02
2803,"Pelican Brief, The (1993)","Pelican Brief, The",1993,9944,The Pelican Brief,https://image.tmdb.org/t/p/w500/7B1HS0SqfJR1jbeHS6V0ZWdzLXP.jpg,"A law student's theory about the recent deaths of two Supreme Court justices embroils her in a far-reaching web of murder, corruption, and greed.",Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,Thriller|Crime|Drama,based on novel or book|judge|professor|mission of murder|supreme court|legal thriller|dramatic|suspenseful,Julia Roberts|Denzel Washington|Sam Shepard|John Heard|Tony Goldwyn,Alan J. Pakula,141,4.1056,6.598,1766,1993-09-17
2804,"Christmas Story, A (1983)","Christmas Story, A",1983,850,A Christmas Story,https://image.tmdb.org/t/p/w500/34nSHYqmb7222tiqiuKqKJmZiQa.jpg,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.","A tribute to the original, traditional, one-hundred-percent, red-blooded, two-fisted, all-American Christmas.",Comedy|Family,"holiday|nostalgia|young boy|snow|chinese restaurant|tongue|nostalgic|christmas tree dealer|mall santa|christmas|1940s|christmas eve|hilarious|cleveland, ohio|parker family",Melinda Dillon|Darren McGavin|Peter Billingsley|Jean Shepherd|Ian Petrella,Bob Clark,93,2.3409,7.235,1419,1983-11-18
2805,Mickey Blue Eyes (1999),Mickey Blue Eyes,1999,10154,Mickey Blue Eyes,https://image.tmdb.org/t/p/w500/gEnKsStQ27P0KCCIGtkYwvFQ0RX.jpg,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",A romantic comedy you can't refuse,Comedy|Crime|Romance,new york city|marriage proposal|fbi|mafia boss|mafia,Hugh Grant|James Caan|Jeanne Tripplehorn|Burt Young|James Fox,Kelly Makin,102,1.7966,5.694,596,1999-08-16
2806,Teaching Mrs. Tingle (1999),Teaching Mrs. Tingle,1999,10342,Teaching Mrs. Tingle,https://image.tmdb.org/t/p/w500/cGv0tkWZZSmoaPYiOsDcGmMhKq7.jpg,"A bright high-school senior has her impending status as valedictorian jeopardized when her bitter history teacher, Mrs. Tingle, gives her a poor grade on a project.  When an attempt to get ahead in Mrs. Tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games.","Before school lets out, Mrs. Tingle's class is going to need a substitute teacher.",Comedy|Thriller,pornography|scholarship|parent child relationship|class|bed|graduation|final exam|exam|bastille|teen movie|tears|gym|teenage sexuality|knocked out|valedictorian|history class|history teacher|letter opener|school bus,Helen Mirren|Katie Holmes|Barry Watson|Marisa Coughlan|Michael McKean,Kevin Williamson,96,1.8588,5.527,365,1999-08-11
2807,Universal Soldier: The Return (1999),Universal Soldier: The Return,1999,10366,Universal Soldier: The Return,https://image.tmdb.org/t/p/w500/qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When SETH, the supercomputer-controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles SETH and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil.",Prepare to become obsolete.,Action|Science Fiction,computer program|super computer|destiny|timebomb,Jean-Claude Van Damme|Kiana Tom|Bill Goldberg|Michael Jai White|Heidi Schanz,Mic Rodgers,82,2.8025,5.899,1338,1999-08-05
2808,Universal Soldier (1992),Universal Soldier,1992,9349,Universal Soldier,https://image.tmdb.org/t/p/w500/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",Almost human. Almost perfect. Almost under control.,Thriller|Action|Science Fiction,vietnam|revitalization|barrage|reporter|soldier,Jean-Claude Van Damme|Dolph Lundgren|Ally Walker|Ed O'Ross|Ralf Moeller,Roland Emmerich,103,4.7318,6.334,1908,1992-07-10
2809,Love Stinks (1999),Love Stinks,1999,15122,Love Stinks,https://image.tmdb.org/t/p/w500/srHcbkCyQFfdmqt5rPQMshxp1Yt.jpg,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play.",,Comedy|Romance,behind the scenes|spa|planetarium|art imitates life|pretending to be gay,French Stewart|Bridgette Wilson-Sampras|Tyra Banks|Jason Bateman|Tiffani-Amber Thiessen,Jeff Franklin,94,0.8574,6.258,64,1999-09-10
2810,Perfect Blue (1997),Perfect Blue,1997,10494,Perfect Blue,https://image.tmdb.org/t/p/w500/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,"Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.","""excuse me... who are you?""",Animation|Thriller,career|based on novel or book|paranoia|stalker|celebrity|singer|fame|female protagonist|psychological thriller|mental illness|madness|split personality|adult animation|j-pop|celebrity worship|anime|aspiring actress|psychological|suspense|avant garde|horror,Junko Iwao|Rica Matsumoto|Shiho Niiyama|Masaaki Okura|Shinpachi Tsuji,Satoshi Kon,82,11.7831,8.301,3172,1998-02-28
2811,With Friends Like These... (1998),With Friends Like These...,1998,126152,With Friends Like These,https://image.tmdb.org/t/p/w500/hTfXll3kGV2bw93fcsLbEfi8uuV.jpg,"Four small-time, two-bit character actors, all close friends, compete for the same important part in the next Martin Scorsese mob film.",,Comedy,hollywood,Bill Murray|Adam Arkin|David Strathairn|Amy Madigan|Jon Tenney,Philip Frank Messina,105,0.8442,6.5,2,1998-09-10
